dataset,object,descriptor,category,distanceFunction,similarity
OverlappingObjects,0633,SI,15.1-25.0,Cosine,0.642485
OverlappingObjects,0633,SI,15.1-25.0,Pearson,0.622600
OverlappingObjects,0634,SI,15.1-25.0,Cosine,0.665373
OverlappingObjects,0634,SI,15.1-25.0,Pearson,0.612354
OverlappingObjects,0635,SI,15.1-25.0,Cosine,0.704470
OverlappingObjects,0635,SI,15.1-25.0,Pearson,0.597044
OverlappingObjects,0636,SI,15.1-25.0,Cosine,0.691910
OverlappingObjects,0636,SI,15.1-25.0,Pearson,0.600137
OverlappingObjects,0637,SI,15.1-25.0,Cosine,0.669120
OverlappingObjects,0637,SI,15.1-25.0,Pearson,0.608700
OverlappingObjects,0638,SI,15.1-25.0,Cosine,0.638182
OverlappingObjects,0638,SI,15.1-25.0,Pearson,0.619352
OverlappingObjects,0639,SI,15.1-25.0,Cosine,0.656975
OverlappingObjects,0639,SI,15.1-25.0,Pearson,0.615428
OverlappingObjects,0640,SI,15.1-25.0,Cosine,0.605077
OverlappingObjects,0640,SI,15.1-25.0,Pearson,0.636313
OverlappingObjects,0641,SI,15.1-25.0,Cosine,0.552884
OverlappingObjects,0641,SI,15.1-25.0,Pearson,0.661254
OverlappingObjects,0642,SI,15.1-25.0,Cosine,0.674394
OverlappingObjects,0642,SI,15.1-25.0,Pearson,0.606870
OverlappingObjects,0643,SI,15.1-25.0,Cosine,0.339202
OverlappingObjects,0643,SI,15.1-25.0,Pearson,0.759393
OverlappingObjects,0644,SI,15.1-25.0,Cosine,0.552790
OverlappingObjects,0644,SI,15.1-25.0,Pearson,0.655945
OverlappingObjects,0645,SI,15.1-25.0,Cosine,0.637305
OverlappingObjects,0645,SI,15.1-25.0,Pearson,0.620798
OverlappingObjects,0646,SI,15.1-25.0,Cosine,0.625126
OverlappingObjects,0646,SI,15.1-25.0,Pearson,0.624746
OverlappingObjects,0647,SI,15.1-25.0,Cosine,0.544509
OverlappingObjects,0647,SI,15.1-25.0,Pearson,0.657659
OverlappingObjects,0648,SI,15.1-25.0,Cosine,0.749439
OverlappingObjects,0648,SI,15.1-25.0,Pearson,0.577957
OverlappingObjects,0649,SI,15.1-25.0,Cosine,0.721633
OverlappingObjects,0649,SI,15.1-25.0,Pearson,0.590684
OverlappingObjects,0650,SI,15.1-25.0,Cosine,0.690804
OverlappingObjects,0650,SI,15.1-25.0,Pearson,0.602856
OverlappingObjects,0651,SI,15.1-25.0,Cosine,0.697650
OverlappingObjects,0651,SI,15.1-25.0,Pearson,0.598228
OverlappingObjects,0652,SI,15.1-25.0,Cosine,0.695395
OverlappingObjects,0652,SI,15.1-25.0,Pearson,0.599771
OverlappingObjects,0653,SI,15.1-25.0,Cosine,0.712286
OverlappingObjects,0653,SI,15.1-25.0,Pearson,0.594674
OverlappingObjects,0654,SI,15.1-25.0,Cosine,0.658880
OverlappingObjects,0654,SI,15.1-25.0,Pearson,0.613142
OverlappingObjects,0655,SI,15.1-25.0,Cosine,0.565017
OverlappingObjects,0655,SI,15.1-25.0,Pearson,0.660757
OverlappingObjects,0656,SI,15.1-25.0,Cosine,0.662045
OverlappingObjects,0656,SI,15.1-25.0,Pearson,0.613861
OverlappingObjects,0657,SI,15.1-25.0,Cosine,0.706608
OverlappingObjects,0657,SI,15.1-25.0,Pearson,0.595918
OverlappingObjects,0658,SI,15.1-25.0,Cosine,0.663204
OverlappingObjects,0658,SI,15.1-25.0,Pearson,0.611980
OverlappingObjects,0659,SI,15.1-25.0,Cosine,0.685904
OverlappingObjects,0659,SI,15.1-25.0,Pearson,0.600440
OverlappingObjects,0660,SI,15.1-25.0,Cosine,0.641039
OverlappingObjects,0660,SI,15.1-25.0,Pearson,0.625584
OverlappingObjects,0661,SI,15.1-25.0,Cosine,0.722654
OverlappingObjects,0661,SI,15.1-25.0,Pearson,0.587420
OverlappingObjects,0662,SI,15.1-25.0,Cosine,0.529196
OverlappingObjects,0662,SI,15.1-25.0,Pearson,0.667533
OverlappingObjects,0663,SI,15.1-25.0,Cosine,0.669860
OverlappingObjects,0663,SI,15.1-25.0,Pearson,0.609243
OverlappingObjects,0664,SI,15.1-25.0,Cosine,0.677776
OverlappingObjects,0664,SI,15.1-25.0,Pearson,0.607209
OverlappingObjects,0665,SI,15.1-25.0,Cosine,0.329252
OverlappingObjects,0665,SI,15.1-25.0,Pearson,0.763874
OverlappingObjects,0666,SI,15.1-25.0,Cosine,0.668482
OverlappingObjects,0666,SI,15.1-25.0,Pearson,0.609564
OverlappingObjects,0667,SI,15.1-25.0,Cosine,0.599314
OverlappingObjects,0667,SI,15.1-25.0,Pearson,0.636513
OverlappingObjects,0668,SI,15.1-25.0,Cosine,0.701642
OverlappingObjects,0668,SI,15.1-25.0,Pearson,0.596741
OverlappingObjects,0669,SI,15.1-25.0,Cosine,0.483075
OverlappingObjects,0669,SI,15.1-25.0,Pearson,0.687396
OverlappingObjects,0670,SI,15.1-25.0,Cosine,0.472100
OverlappingObjects,0670,SI,15.1-25.0,Pearson,0.695138
OverlappingObjects,0671,SI,15.1-25.0,Cosine,0.613061
OverlappingObjects,0671,SI,15.1-25.0,Pearson,0.641767
OverlappingObjects,0672,SI,15.1-25.0,Cosine,0.523939
OverlappingObjects,0672,SI,15.1-25.0,Pearson,0.678879
OverlappingObjects,0673,SI,15.1-25.0,Cosine,0.556238
OverlappingObjects,0673,SI,15.1-25.0,Pearson,0.663076
OverlappingObjects,0674,SI,15.1-25.0,Cosine,0.592793
OverlappingObjects,0674,SI,15.1-25.0,Pearson,0.638742
OverlappingObjects,0675,SI,15.1-25.0,Cosine,0.535008
OverlappingObjects,0675,SI,15.1-25.0,Pearson,0.670130
OverlappingObjects,0676,SI,15.1-25.0,Cosine,0.575517
OverlappingObjects,0676,SI,15.1-25.0,Pearson,0.649157
OverlappingObjects,0677,SI,15.1-25.0,Cosine,0.625938
OverlappingObjects,0677,SI,15.1-25.0,Pearson,0.622195
OverlappingObjects,0678,SI,15.1-25.0,Cosine,0.557214
OverlappingObjects,0678,SI,15.1-25.0,Pearson,0.662875
OverlappingObjects,0679,SI,15.1-25.0,Cosine,0.592115
OverlappingObjects,0679,SI,15.1-25.0,Pearson,0.642963
OverlappingObjects,0680,SI,15.1-25.0,Cosine,0.563172
OverlappingObjects,0680,SI,15.1-25.0,Pearson,0.660206
OverlappingObjects,0681,SI,15.1-25.0,Cosine,0.486231
OverlappingObjects,0681,SI,15.1-25.0,Pearson,0.702107
OverlappingObjects,0682,SI,15.1-25.0,Cosine,0.540212
OverlappingObjects,0682,SI,15.1-25.0,Pearson,0.665906
OverlappingObjects,0683,SI,15.1-25.0,Cosine,0.544174
OverlappingObjects,0683,SI,15.1-25.0,Pearson,0.666735
OverlappingObjects,0684,SI,15.1-25.0,Cosine,0.555713
OverlappingObjects,0684,SI,15.1-25.0,Pearson,0.658450
OverlappingObjects,0685,SI,15.1-25.0,Cosine,0.614911
OverlappingObjects,0685,SI,15.1-25.0,Pearson,0.640199
OverlappingObjects,0686,SI,15.1-25.0,Cosine,0.582505
OverlappingObjects,0686,SI,15.1-25.0,Pearson,0.653594
OverlappingObjects,0687,SI,15.1-25.0,Cosine,0.576372
OverlappingObjects,0687,SI,15.1-25.0,Pearson,0.653313
OverlappingObjects,0688,SI,15.1-25.0,Cosine,0.526159
OverlappingObjects,0688,SI,15.1-25.0,Pearson,0.679223
OverlappingObjects,0689,SI,15.1-25.0,Cosine,0.603650
OverlappingObjects,0689,SI,15.1-25.0,Pearson,0.641780
OverlappingObjects,0690,SI,15.1-25.0,Cosine,0.677880
OverlappingObjects,0690,SI,15.1-25.0,Pearson,0.605763
OverlappingObjects,0691,SI,15.1-25.0,Cosine,0.707349
OverlappingObjects,0691,SI,15.1-25.0,Pearson,0.594458
OverlappingObjects,0692,SI,15.1-25.0,Cosine,0.754133
OverlappingObjects,0692,SI,15.1-25.0,Pearson,0.576467
OverlappingObjects,0693,SI,15.1-25.0,Cosine,0.620658
OverlappingObjects,0693,SI,15.1-25.0,Pearson,0.631207
OverlappingObjects,0694,SI,15.1-25.0,Cosine,0.576000
OverlappingObjects,0694,SI,15.1-25.0,Pearson,0.652343
OverlappingObjects,0695,SI,15.1-25.0,Cosine,0.520367
OverlappingObjects,0695,SI,15.1-25.0,Pearson,0.676674
OverlappingObjects,0696,SI,15.1-25.0,Cosine,0.754227
OverlappingObjects,0696,SI,15.1-25.0,Pearson,0.575633
OverlappingObjects,0697,SI,15.1-25.0,Cosine,0.665067
OverlappingObjects,0697,SI,15.1-25.0,Pearson,0.610733
OverlappingObjects,0698,SI,15.1-25.0,Cosine,0.557562
OverlappingObjects,0698,SI,15.1-25.0,Pearson,0.660114
OverlappingObjects,0699,SI,15.1-25.0,Cosine,0.262333
OverlappingObjects,0699,SI,15.1-25.0,Pearson,0.806714
OverlappingObjects,0700,SI,15.1-25.0,Cosine,0.720649
OverlappingObjects,0700,SI,15.1-25.0,Pearson,0.589832
OverlappingObjects,0701,SI,15.1-25.0,Cosine,0.663781
OverlappingObjects,0701,SI,15.1-25.0,Pearson,0.609897
OverlappingObjects,0702,SI,15.1-25.0,Cosine,0.684717
OverlappingObjects,0702,SI,15.1-25.0,Pearson,0.603983
OverlappingObjects,0703,SI,15.1-25.0,Cosine,0.515870
OverlappingObjects,0703,SI,15.1-25.0,Pearson,0.690862
OverlappingObjects,0704,SI,15.1-25.0,Cosine,0.665763
OverlappingObjects,0704,SI,15.1-25.0,Pearson,0.609961
OverlappingObjects,0705,SI,15.1-25.0,Cosine,0.731035
OverlappingObjects,0705,SI,15.1-25.0,Pearson,0.584344
OverlappingObjects,0706,SI,15.1-25.0,Cosine,0.721631
OverlappingObjects,0706,SI,15.1-25.0,Pearson,0.589658
OverlappingObjects,0707,SI,15.1-25.0,Cosine,0.569737
OverlappingObjects,0707,SI,15.1-25.0,Pearson,0.650531
OverlappingObjects,0708,SI,15.1-25.0,Cosine,0.679016
OverlappingObjects,0708,SI,15.1-25.0,Pearson,0.605596
OverlappingObjects,0709,SI,15.1-25.0,Cosine,0.181795
OverlappingObjects,0709,SI,15.1-25.0,Pearson,0.866858
OverlappingObjects,0710,SI,15.1-25.0,Cosine,0.405591
OverlappingObjects,0710,SI,15.1-25.0,Pearson,0.727226
OverlappingObjects,0711,SI,15.1-25.0,Cosine,0.522815
OverlappingObjects,0711,SI,15.1-25.0,Pearson,0.670877
OverlappingObjects,0712,SI,15.1-25.0,Cosine,0.643478
OverlappingObjects,0712,SI,15.1-25.0,Pearson,0.621463
OverlappingObjects,0713,SI,15.1-25.0,Cosine,0.641281
OverlappingObjects,0713,SI,15.1-25.0,Pearson,0.625733
OverlappingObjects,0714,SI,15.1-25.0,Cosine,0.264856
OverlappingObjects,0714,SI,15.1-25.0,Pearson,0.805896
OverlappingObjects,0715,SI,15.1-25.0,Cosine,0.784293
OverlappingObjects,0715,SI,15.1-25.0,Pearson,0.565774
OverlappingObjects,0716,SI,15.1-25.0,Cosine,0.613365
OverlappingObjects,0716,SI,15.1-25.0,Pearson,0.634782
OverlappingObjects,0717,SI,15.1-25.0,Cosine,0.404945
OverlappingObjects,0717,SI,15.1-25.0,Pearson,0.728760
OverlappingObjects,0718,SI,15.1-25.0,Cosine,0.478493
OverlappingObjects,0718,SI,15.1-25.0,Pearson,0.694403
OverlappingObjects,0719,SI,15.1-25.0,Cosine,0.428879
OverlappingObjects,0719,SI,15.1-25.0,Pearson,0.722654
OverlappingObjects,0720,SI,15.1-25.0,Cosine,0.675390
OverlappingObjects,0720,SI,15.1-25.0,Pearson,0.606960
OverlappingObjects,0721,SI,15.1-25.0,Cosine,0.606604
OverlappingObjects,0721,SI,15.1-25.0,Pearson,0.639864
OverlappingObjects,0722,SI,15.1-25.0,Cosine,0.154905
OverlappingObjects,0722,SI,15.1-25.0,Pearson,0.885183
OverlappingObjects,0723,SI,15.1-25.0,Cosine,0.632198
OverlappingObjects,0723,SI,15.1-25.0,Pearson,0.624284
OverlappingObjects,0724,SI,15.1-25.0,Cosine,0.714701
OverlappingObjects,0724,SI,15.1-25.0,Pearson,0.593131
OverlappingObjects,0725,SI,15.1-25.0,Cosine,0.355892
OverlappingObjects,0725,SI,15.1-25.0,Pearson,0.751946
OverlappingObjects,0726,SI,15.1-25.0,Cosine,0.373422
OverlappingObjects,0726,SI,15.1-25.0,Pearson,0.747590
OverlappingObjects,0727,SI,15.1-25.0,Cosine,0.677525
OverlappingObjects,0727,SI,15.1-25.0,Pearson,0.607541
OverlappingObjects,0728,SI,15.1-25.0,Cosine,0.559406
OverlappingObjects,0728,SI,15.1-25.0,Pearson,0.658544
OverlappingObjects,0729,SI,15.1-25.0,Cosine,0.720120
OverlappingObjects,0729,SI,15.1-25.0,Pearson,0.590506
OverlappingObjects,0730,SI,15.1-25.0,Cosine,0.373379
OverlappingObjects,0730,SI,15.1-25.0,Pearson,0.743694
OverlappingObjects,0731,SI,15.1-25.0,Cosine,0.570590
OverlappingObjects,0731,SI,15.1-25.0,Pearson,0.651921
OverlappingObjects,0732,SI,15.1-25.0,Cosine,0.532757
OverlappingObjects,0732,SI,15.1-25.0,Pearson,0.661601
OverlappingObjects,0733,SI,15.1-25.0,Cosine,0.546158
OverlappingObjects,0733,SI,15.1-25.0,Pearson,0.663630
OverlappingObjects,0734,SI,15.1-25.0,Cosine,0.639777
OverlappingObjects,0734,SI,15.1-25.0,Pearson,0.620917
OverlappingObjects,0735,SI,15.1-25.0,Cosine,0.725737
OverlappingObjects,0735,SI,15.1-25.0,Pearson,0.588126
OverlappingObjects,0736,SI,15.1-25.0,Cosine,0.513797
OverlappingObjects,0736,SI,15.1-25.0,Pearson,0.671114
OverlappingObjects,0737,SI,15.1-25.0,Cosine,0.605505
OverlappingObjects,0737,SI,15.1-25.0,Pearson,0.643019
OverlappingObjects,0738,SI,15.1-25.0,Cosine,0.596214
OverlappingObjects,0738,SI,15.1-25.0,Pearson,0.645429
OverlappingObjects,0739,SI,15.1-25.0,Cosine,0.399492
OverlappingObjects,0739,SI,15.1-25.0,Pearson,0.729030
OverlappingObjects,0740,SI,15.1-25.0,Cosine,0.712106
OverlappingObjects,0740,SI,15.1-25.0,Pearson,0.591709
OverlappingObjects,0741,SI,15.1-25.0,Cosine,0.330845
OverlappingObjects,0741,SI,15.1-25.0,Pearson,0.767535
OverlappingObjects,0742,SI,15.1-25.0,Cosine,0.537900
OverlappingObjects,0742,SI,15.1-25.0,Pearson,0.662922
OverlappingObjects,0743,SI,15.1-25.0,Cosine,0.549821
OverlappingObjects,0743,SI,15.1-25.0,Pearson,0.666245
OverlappingObjects,0744,SI,15.1-25.0,Cosine,0.636767
OverlappingObjects,0744,SI,15.1-25.0,Pearson,0.623668
OverlappingObjects,0745,SI,15.1-25.0,Cosine,0.724322
OverlappingObjects,0745,SI,15.1-25.0,Pearson,0.587921
OverlappingObjects,0746,SI,15.1-25.0,Cosine,0.662981
OverlappingObjects,0746,SI,15.1-25.0,Pearson,0.613504
OverlappingObjects,0747,SI,15.1-25.0,Cosine,0.689354
OverlappingObjects,0747,SI,15.1-25.0,Pearson,0.601637
OverlappingObjects,0748,SI,15.1-25.0,Cosine,0.370798
OverlappingObjects,0748,SI,15.1-25.0,Pearson,0.741517
OverlappingObjects,0749,SI,15.1-25.0,Cosine,0.593035
OverlappingObjects,0749,SI,15.1-25.0,Pearson,0.638894
OverlappingObjects,0750,SI,15.1-25.0,Cosine,0.637652
OverlappingObjects,0750,SI,15.1-25.0,Pearson,0.624206
OverlappingObjects,0751,SI,15.1-25.0,Cosine,0.598586
OverlappingObjects,0751,SI,15.1-25.0,Pearson,0.647165
OverlappingObjects,0752,SI,15.1-25.0,Cosine,0.600404
OverlappingObjects,0752,SI,15.1-25.0,Pearson,0.641030
OverlappingObjects,0753,SI,15.1-25.0,Cosine,0.607045
OverlappingObjects,0753,SI,15.1-25.0,Pearson,0.635714
OverlappingObjects,0754,SI,15.1-25.0,Cosine,0.521316
OverlappingObjects,0754,SI,15.1-25.0,Pearson,0.672163
OverlappingObjects,0755,SI,15.1-25.0,Cosine,0.473674
OverlappingObjects,0755,SI,15.1-25.0,Pearson,0.693906
OverlappingObjects,0756,SI,15.1-25.0,Cosine,0.586764
OverlappingObjects,0756,SI,15.1-25.0,Pearson,0.644668
OverlappingObjects,0757,SI,15.1-25.0,Cosine,0.762791
OverlappingObjects,0757,SI,15.1-25.0,Pearson,0.576671
OverlappingObjects,0758,SI,15.1-25.0,Cosine,0.727208
OverlappingObjects,0758,SI,15.1-25.0,Pearson,0.587942
OverlappingObjects,0759,SI,15.1-25.0,Cosine,0.736864
OverlappingObjects,0759,SI,15.1-25.0,Pearson,0.583072
OverlappingObjects,0760,SI,15.1-25.0,Cosine,0.746909
OverlappingObjects,0760,SI,15.1-25.0,Pearson,0.580360
OverlappingObjects,0761,SI,15.1-25.0,Cosine,0.512718
OverlappingObjects,0761,SI,15.1-25.0,Pearson,0.677217
OverlappingObjects,0762,SI,15.1-25.0,Cosine,0.702602
OverlappingObjects,0762,SI,15.1-25.0,Pearson,0.597122
OverlappingObjects,0763,SI,15.1-25.0,Cosine,0.590616
OverlappingObjects,0763,SI,15.1-25.0,Pearson,0.638920
OverlappingObjects,0764,SI,15.1-25.0,Cosine,0.621502
OverlappingObjects,0764,SI,15.1-25.0,Pearson,0.625576
OverlappingObjects,0765,SI,15.1-25.0,Cosine,0.698539
OverlappingObjects,0765,SI,15.1-25.0,Pearson,0.598943
OverlappingObjects,0766,SI,15.1-25.0,Cosine,0.689910
OverlappingObjects,0766,SI,15.1-25.0,Pearson,0.603731
OverlappingObjects,0767,SI,15.1-25.0,Cosine,0.681258
OverlappingObjects,0767,SI,15.1-25.0,Pearson,0.605992
OverlappingObjects,0768,SI,15.1-25.0,Cosine,0.428391
OverlappingObjects,0768,SI,15.1-25.0,Pearson,0.720972
OverlappingObjects,0769,SI,15.1-25.0,Cosine,0.458218
OverlappingObjects,0769,SI,15.1-25.0,Pearson,0.698260
OverlappingObjects,0770,SI,15.1-25.0,Cosine,0.718311
OverlappingObjects,0770,SI,15.1-25.0,Pearson,0.590294
OverlappingObjects,0771,SI,15.1-25.0,Cosine,0.762558
OverlappingObjects,0771,SI,15.1-25.0,Pearson,0.574018
OverlappingObjects,0772,SI,15.1-25.0,Cosine,0.490365
OverlappingObjects,0772,SI,15.1-25.0,Pearson,0.688634
OverlappingObjects,0773,SI,15.1-25.0,Cosine,0.708341
OverlappingObjects,0773,SI,15.1-25.0,Pearson,0.592493
OverlappingObjects,0774,SI,15.1-25.0,Cosine,0.687835
OverlappingObjects,0774,SI,15.1-25.0,Pearson,0.605086
OverlappingObjects,0775,SI,15.1-25.0,Cosine,0.706455
OverlappingObjects,0775,SI,15.1-25.0,Pearson,0.592790
OverlappingObjects,0776,SI,15.1-25.0,Cosine,0.578874
OverlappingObjects,0776,SI,15.1-25.0,Pearson,0.651846
OverlappingObjects,0777,SI,15.1-25.0,Cosine,0.615000
OverlappingObjects,0777,SI,15.1-25.0,Pearson,0.630855
OverlappingObjects,0778,SI,15.1-25.0,Cosine,0.693775
OverlappingObjects,0778,SI,15.1-25.0,Pearson,0.601169
OverlappingObjects,0779,SI,15.1-25.0,Cosine,0.714608
OverlappingObjects,0779,SI,15.1-25.0,Pearson,0.591449
OverlappingObjects,0780,SI,15.1-25.0,Cosine,0.720653
OverlappingObjects,0780,SI,15.1-25.0,Pearson,0.589218
OverlappingObjects,0781,SI,15.1-25.0,Cosine,0.619878
OverlappingObjects,0781,SI,15.1-25.0,Pearson,0.629292
OverlappingObjects,0782,SI,15.1-25.0,Cosine,0.707342
OverlappingObjects,0782,SI,15.1-25.0,Pearson,0.595094
OverlappingObjects,0783,SI,15.1-25.0,Cosine,0.613947
OverlappingObjects,0783,SI,15.1-25.0,Pearson,0.635706
OverlappingObjects,0784,SI,15.1-25.0,Cosine,0.687942
OverlappingObjects,0784,SI,15.1-25.0,Pearson,0.607599
OverlappingObjects,0785,SI,15.1-25.0,Cosine,0.647565
OverlappingObjects,0785,SI,15.1-25.0,Pearson,0.619416
OverlappingObjects,0786,SI,15.1-25.0,Cosine,0.670587
OverlappingObjects,0786,SI,15.1-25.0,Pearson,0.613261
OverlappingObjects,0787,SI,15.1-25.0,Cosine,0.535286
OverlappingObjects,0787,SI,15.1-25.0,Pearson,0.658681
OverlappingObjects,0788,SI,15.1-25.0,Cosine,0.672570
OverlappingObjects,0788,SI,15.1-25.0,Pearson,0.615129
OverlappingObjects,0789,SI,15.1-25.0,Cosine,0.514746
OverlappingObjects,0789,SI,15.1-25.0,Pearson,0.690516
OverlappingObjects,0790,SI,15.1-25.0,Cosine,0.651971
OverlappingObjects,0790,SI,15.1-25.0,Pearson,0.620259
OverlappingObjects,0791,SI,15.1-25.0,Cosine,0.711407
OverlappingObjects,0791,SI,15.1-25.0,Pearson,0.595351
OverlappingObjects,0792,SI,15.1-25.0,Cosine,0.515360
OverlappingObjects,0792,SI,15.1-25.0,Pearson,0.671492
OverlappingObjects,0793,SI,15.1-25.0,Cosine,0.693188
OverlappingObjects,0793,SI,15.1-25.0,Pearson,0.600883
OverlappingObjects,0794,SI,15.1-25.0,Cosine,0.660866
OverlappingObjects,0794,SI,15.1-25.0,Pearson,0.610875
OverlappingObjects,0795,SI,15.1-25.0,Cosine,0.622815
OverlappingObjects,0795,SI,15.1-25.0,Pearson,0.627953
OverlappingObjects,0796,SI,15.1-25.0,Cosine,0.510356
OverlappingObjects,0796,SI,15.1-25.0,Pearson,0.675018
OverlappingObjects,0797,SI,15.1-25.0,Cosine,0.558156
OverlappingObjects,0797,SI,15.1-25.0,Pearson,0.657778
OverlappingObjects,0798,SI,15.1-25.0,Cosine,0.446327
OverlappingObjects,0798,SI,15.1-25.0,Pearson,0.707855
OverlappingObjects,0799,SI,15.1-25.0,Cosine,0.444881
OverlappingObjects,0799,SI,15.1-25.0,Pearson,0.705537
OverlappingObjects,0800,SI,15.1-25.0,Cosine,0.649454
OverlappingObjects,0800,SI,15.1-25.0,Pearson,0.616834
OverlappingObjects,0801,SI,15.1-25.0,Cosine,0.601671
OverlappingObjects,0801,SI,15.1-25.0,Pearson,0.638504
OverlappingObjects,0802,SI,15.1-25.0,Cosine,0.507181
OverlappingObjects,0802,SI,15.1-25.0,Pearson,0.675577
OverlappingObjects,0803,SI,15.1-25.0,Cosine,0.372835
OverlappingObjects,0803,SI,15.1-25.0,Pearson,0.742688
OverlappingObjects,0804,SI,15.1-25.0,Cosine,0.512334
OverlappingObjects,0804,SI,15.1-25.0,Pearson,0.676497
OverlappingObjects,0805,SI,15.1-25.0,Cosine,0.752154
OverlappingObjects,0805,SI,15.1-25.0,Pearson,0.575759
OverlappingObjects,0806,SI,15.1-25.0,Cosine,0.628323
OverlappingObjects,0806,SI,15.1-25.0,Pearson,0.623670
OverlappingObjects,0807,SI,15.1-25.0,Cosine,0.755403
OverlappingObjects,0807,SI,15.1-25.0,Pearson,0.575517
OverlappingObjects,0808,SI,15.1-25.0,Cosine,0.442421
OverlappingObjects,0808,SI,15.1-25.0,Pearson,0.703455
OverlappingObjects,0809,SI,15.1-25.0,Cosine,0.458838
OverlappingObjects,0809,SI,15.1-25.0,Pearson,0.702394
OverlappingObjects,0810,SI,15.1-25.0,Cosine,0.670343
OverlappingObjects,0810,SI,15.1-25.0,Pearson,0.605881
OverlappingObjects,0811,SI,15.1-25.0,Cosine,0.593704
OverlappingObjects,0811,SI,15.1-25.0,Pearson,0.646964
OverlappingObjects,0812,SI,15.1-25.0,Cosine,0.543845
OverlappingObjects,0812,SI,15.1-25.0,Pearson,0.663612
OverlappingObjects,0813,SI,15.1-25.0,Cosine,0.372992
OverlappingObjects,0813,SI,15.1-25.0,Pearson,0.745234
OverlappingObjects,0814,SI,15.1-25.0,Cosine,0.547487
OverlappingObjects,0814,SI,15.1-25.0,Pearson,0.656923
OverlappingObjects,0815,SI,15.1-25.0,Cosine,0.680267
OverlappingObjects,0815,SI,15.1-25.0,Pearson,0.605340
OverlappingObjects,0816,SI,15.1-25.0,Cosine,0.494370
OverlappingObjects,0816,SI,15.1-25.0,Pearson,0.680524
OverlappingObjects,0817,SI,15.1-25.0,Cosine,0.479316
OverlappingObjects,0817,SI,15.1-25.0,Pearson,0.700469
OverlappingObjects,0818,SI,15.1-25.0,Cosine,0.543963
OverlappingObjects,0818,SI,15.1-25.0,Pearson,0.667700
OverlappingObjects,0819,SI,15.1-25.0,Cosine,0.554021
OverlappingObjects,0819,SI,15.1-25.0,Pearson,0.655023
OverlappingObjects,0820,SI,15.1-25.0,Cosine,0.537725
OverlappingObjects,0820,SI,15.1-25.0,Pearson,0.668891
OverlappingObjects,0821,SI,15.1-25.0,Cosine,0.668467
OverlappingObjects,0821,SI,15.1-25.0,Pearson,0.610744
OverlappingObjects,0822,SI,15.1-25.0,Cosine,0.632653
OverlappingObjects,0822,SI,15.1-25.0,Pearson,0.628467
OverlappingObjects,0823,SI,15.1-25.0,Cosine,0.723278
OverlappingObjects,0823,SI,15.1-25.0,Pearson,0.591174
OverlappingObjects,0824,SI,15.1-25.0,Cosine,0.391792
OverlappingObjects,0824,SI,15.1-25.0,Pearson,0.731915
OverlappingObjects,0825,SI,15.1-25.0,Cosine,0.729338
OverlappingObjects,0825,SI,15.1-25.0,Pearson,0.585530
OverlappingObjects,0826,SI,15.1-25.0,Cosine,0.616693
OverlappingObjects,0826,SI,15.1-25.0,Pearson,0.629714
OverlappingObjects,0827,SI,15.1-25.0,Cosine,0.694116
OverlappingObjects,0827,SI,15.1-25.0,Pearson,0.599613
OverlappingObjects,0828,SI,15.1-25.0,Cosine,0.668139
OverlappingObjects,0828,SI,15.1-25.0,Pearson,0.611169
OverlappingObjects,0829,SI,15.1-25.0,Cosine,0.180132
OverlappingObjects,0829,SI,15.1-25.0,Pearson,0.867073
OverlappingObjects,0830,SI,15.1-25.0,Cosine,0.647004
OverlappingObjects,0830,SI,15.1-25.0,Pearson,0.620178
OverlappingObjects,0831,SI,15.1-25.0,Cosine,0.493434
OverlappingObjects,0831,SI,15.1-25.0,Pearson,0.685528
OverlappingObjects,0832,SI,15.1-25.0,Cosine,0.706760
OverlappingObjects,0832,SI,15.1-25.0,Pearson,0.593887
OverlappingObjects,0833,SI,15.1-25.0,Cosine,0.530823
OverlappingObjects,0833,SI,15.1-25.0,Pearson,0.666152
OverlappingObjects,0834,SI,15.1-25.0,Cosine,0.663687
OverlappingObjects,0834,SI,15.1-25.0,Pearson,0.612836
OverlappingObjects,0835,SI,15.1-25.0,Cosine,0.578279
OverlappingObjects,0835,SI,15.1-25.0,Pearson,0.644769
OverlappingObjects,0836,SI,15.1-25.0,Cosine,0.584024
OverlappingObjects,0836,SI,15.1-25.0,Pearson,0.640932
OverlappingObjects,0837,SI,15.1-25.0,Cosine,0.619764
OverlappingObjects,0837,SI,15.1-25.0,Pearson,0.626634
OverlappingObjects,0838,SI,15.1-25.0,Cosine,0.711466
OverlappingObjects,0838,SI,15.1-25.0,Pearson,0.592765
OverlappingObjects,0839,SI,15.1-25.0,Cosine,0.643039
OverlappingObjects,0839,SI,15.1-25.0,Pearson,0.618095
OverlappingObjects,0840,SI,15.1-25.0,Cosine,0.682768
OverlappingObjects,0840,SI,15.1-25.0,Pearson,0.604494
OverlappingObjects,0841,SI,15.1-25.0,Cosine,0.709735
OverlappingObjects,0841,SI,15.1-25.0,Pearson,0.594687
OverlappingObjects,0842,SI,15.1-25.0,Cosine,0.720014
OverlappingObjects,0842,SI,15.1-25.0,Pearson,0.589200
OverlappingObjects,0843,SI,15.1-25.0,Cosine,0.690508
OverlappingObjects,0843,SI,15.1-25.0,Pearson,0.602637
OverlappingObjects,0844,SI,15.1-25.0,Cosine,0.749280
