dataset,object,descriptor,category,distanceFunction,similarity,time
OverlappingObjects,0916,SI,15.1-25.0,Pearson,0.328126,0.000191
OverlappingObjects,0917,SI,15.1-25.0,Cosine,0.631900,0.006534
OverlappingObjects,0917,SI,15.1-25.0,Pearson,0.623836,0.001193
OverlappingObjects,0918,SI,15.1-25.0,Cosine,0.339445,0.000180
OverlappingObjects,0918,SI,15.1-25.0,Pearson,0.337054,0.000056
OverlappingObjects,0919,SI,15.1-25.0,Cosine,0.244625,0.000494
OverlappingObjects,0919,SI,15.1-25.0,Pearson,0.236975,0.000225
OverlappingObjects,0920,SI,15.1-25.0,Cosine,0.655786,0.000289
OverlappingObjects,0920,SI,15.1-25.0,Pearson,0.653673,0.000199
OverlappingObjects,0921,SI,15.1-25.0,Cosine,0.605233,0.000063
OverlappingObjects,0921,SI,15.1-25.0,Pearson,0.604388,0.000052
OverlappingObjects,0922,SI,15.1-25.0,Cosine,0.613896,0.001304
OverlappingObjects,0922,SI,15.1-25.0,Pearson,0.611357,0.000451
OverlappingObjects,0923,SI,15.1-25.0,Cosine,0.576250,0.000248
OverlappingObjects,0923,SI,15.1-25.0,Pearson,0.574954,0.000198
OverlappingObjects,0924,SI,15.1-25.0,Cosine,0.634025,0.000459
OverlappingObjects,0924,SI,15.1-25.0,Pearson,0.632801,0.000251
OverlappingObjects,0925,SI,15.1-25.0,Cosine,0.637698,0.000572
OverlappingObjects,0925,SI,15.1-25.0,Pearson,0.636433,0.000249
OverlappingObjects,0926,SI,15.1-25.0,Cosine,0.549356,0.002331
OverlappingObjects,0926,SI,15.1-25.0,Pearson,0.544528,0.000631
OverlappingObjects,0927,SI,15.1-25.0,Cosine,0.730308,0.001700
OverlappingObjects,0927,SI,15.1-25.0,Pearson,0.728006,0.000483
OverlappingObjects,0928,SI,15.1-25.0,Cosine,0.720984,0.001688
OverlappingObjects,0928,SI,15.1-25.0,Pearson,0.718486,0.000498
OverlappingObjects,0929,SI,15.1-25.0,Cosine,0.247986,0.000457
OverlappingObjects,0929,SI,15.1-25.0,Pearson,0.243378,0.000201
OverlappingObjects,0930,SI,15.1-25.0,Cosine,0.742095,0.000608
OverlappingObjects,0930,SI,15.1-25.0,Pearson,0.740953,0.000255
OverlappingObjects,0931,SI,15.1-25.0,Cosine,0.452793,0.000341
OverlappingObjects,0931,SI,15.1-25.0,Pearson,0.449294,0.000188
OverlappingObjects,0932,SI,15.1-25.0,Cosine,0.716317,0.000141
OverlappingObjects,0932,SI,15.1-25.0,Pearson,0.715459,0.000054
OverlappingObjects,0933,SI,15.1-25.0,Cosine,0.591564,0.001005
OverlappingObjects,0933,SI,15.1-25.0,Pearson,0.587929,0.000343
OverlappingObjects,0934,SI,15.1-25.0,Cosine,0.663877,0.001343
OverlappingObjects,0934,SI,15.1-25.0,Pearson,0.660493,0.000403
OverlappingObjects,0935,SI,15.1-25.0,Cosine,0.734267,0.001940
OverlappingObjects,0935,SI,15.1-25.0,Pearson,0.731937,0.000581
OverlappingObjects,0936,SI,15.1-25.0,Cosine,0.171625,0.000305
OverlappingObjects,0936,SI,15.1-25.0,Pearson,0.163407,0.000176
OverlappingObjects,0937,SI,15.1-25.0,Cosine,0.490537,0.000169
OverlappingObjects,0937,SI,15.1-25.0,Pearson,0.488317,0.000051
OverlappingObjects,0938,SI,15.1-25.0,Cosine,0.225672,0.000370
OverlappingObjects,0938,SI,15.1-25.0,Pearson,0.217478,0.000187
OverlappingObjects,0939,SI,15.1-25.0,Cosine,0.251804,0.000265
OverlappingObjects,0939,SI,15.1-25.0,Pearson,0.247721,0.000152
OverlappingObjects,0940,SI,15.1-25.0,Cosine,0.300660,0.000428
OverlappingObjects,0940,SI,15.1-25.0,Pearson,0.295865,0.000203
OverlappingObjects,0941,SI,15.1-25.0,Cosine,0.563424,0.001134
OverlappingObjects,0941,SI,15.1-25.0,Pearson,0.558261,0.000363
OverlappingObjects,0942,SI,15.1-25.0,Cosine,0.608110,0.000267
OverlappingObjects,0942,SI,15.1-25.0,Pearson,0.606823,0.000169
OverlappingObjects,0943,SI,15.1-25.0,Cosine,0.666905,0.000480
OverlappingObjects,0943,SI,15.1-25.0,Pearson,0.665141,0.000242
OverlappingObjects,0944,SI,15.1-25.0,Cosine,0.304272,0.000125
OverlappingObjects,0944,SI,15.1-25.0,Pearson,0.299964,0.000047
OverlappingObjects,0945,SI,15.1-25.0,Cosine,0.615146,0.000156
OverlappingObjects,0945,SI,15.1-25.0,Pearson,0.613768,0.000049
OverlappingObjects,0946,SI,15.1-25.0,Cosine,0.344644,0.000347
OverlappingObjects,0946,SI,15.1-25.0,Pearson,0.336758,0.000190
OverlappingObjects,0947,SI,15.1-25.0,Cosine,0.274011,0.000176
OverlappingObjects,0947,SI,15.1-25.0,Pearson,0.268873,0.000057
OverlappingObjects,0948,SI,15.1-25.0,Cosine,0.200943,0.000112
OverlappingObjects,0948,SI,15.1-25.0,Pearson,0.195867,0.000046
OverlappingObjects,0949,SI,15.1-25.0,Cosine,0.505011,0.000112
OverlappingObjects,0949,SI,15.1-25.0,Pearson,0.503321,0.000047
OverlappingObjects,0950,SI,15.1-25.0,Cosine,0.515457,0.000336
OverlappingObjects,0950,SI,15.1-25.0,Pearson,0.513509,0.000180
OverlappingObjects,0951,SI,15.1-25.0,Cosine,0.706685,0.000492
OverlappingObjects,0951,SI,15.1-25.0,Pearson,0.704976,0.000221
OverlappingObjects,0952,SI,15.1-25.0,Cosine,0.331383,0.000767
OverlappingObjects,0952,SI,15.1-25.0,Pearson,0.326141,0.000274
OverlappingObjects,0953,SI,15.1-25.0,Cosine,0.439087,0.000432
OverlappingObjects,0953,SI,15.1-25.0,Pearson,0.436046,0.000203
OverlappingObjects,0954,SI,15.1-25.0,Cosine,0.270378,0.000245
OverlappingObjects,0954,SI,15.1-25.0,Pearson,0.266828,0.000154
OverlappingObjects,0955,SI,15.1-25.0,Cosine,0.628842,0.000854
OverlappingObjects,0955,SI,15.1-25.0,Pearson,0.626647,0.000308
OverlappingObjects,0956,SI,15.1-25.0,Cosine,0.453933,0.000140
OverlappingObjects,0956,SI,15.1-25.0,Pearson,0.452308,0.000053
OverlappingObjects,0957,SI,15.1-25.0,Cosine,0.455394,0.000156
OverlappingObjects,0957,SI,15.1-25.0,Pearson,0.453582,0.000058
OverlappingObjects,0958,SI,15.1-25.0,Cosine,0.496397,0.000146
OverlappingObjects,0958,SI,15.1-25.0,Pearson,0.494539,0.000052
OverlappingObjects,0959,SI,15.1-25.0,Cosine,0.662895,0.002079
OverlappingObjects,0959,SI,15.1-25.0,Pearson,0.659351,0.000549
OverlappingObjects,0960,SI,15.1-25.0,Cosine,0.583365,0.000408
OverlappingObjects,0960,SI,15.1-25.0,Pearson,0.581502,0.000225
OverlappingObjects,0961,SI,15.1-25.0,Cosine,0.696117,0.000714
OverlappingObjects,0961,SI,15.1-25.0,Pearson,0.694463,0.000283
OverlappingObjects,0962,SI,15.1-25.0,Cosine,0.721700,0.000647
OverlappingObjects,0962,SI,15.1-25.0,Pearson,0.720527,0.000284
OverlappingObjects,0963,SI,15.1-25.0,Cosine,0.729779,0.003453
OverlappingObjects,0963,SI,15.1-25.0,Pearson,0.727064,0.000899
OverlappingObjects,0964,SI,15.1-25.0,Cosine,0.655524,0.001626
OverlappingObjects,0964,SI,15.1-25.0,Pearson,0.652343,0.000483
OverlappingObjects,0965,SI,15.1-25.0,Cosine,0.684672,0.000286
OverlappingObjects,0965,SI,15.1-25.0,Pearson,0.683701,0.000199
OverlappingObjects,0966,SI,15.1-25.0,Cosine,0.605817,0.000552
OverlappingObjects,0966,SI,15.1-25.0,Pearson,0.604166,0.000273
OverlappingObjects,0967,SI,15.1-25.0,Cosine,0.420296,0.000422
OverlappingObjects,0967,SI,15.1-25.0,Pearson,0.417462,0.000260
OverlappingObjects,0968,SI,15.1-25.0,Cosine,0.729417,0.000478
OverlappingObjects,0968,SI,15.1-25.0,Pearson,0.728541,0.000184
OverlappingObjects,0969,SI,15.1-25.0,Cosine,0.644301,0.000550
OverlappingObjects,0969,SI,15.1-25.0,Pearson,0.641303,0.000227
OverlappingObjects,0970,SI,15.1-25.0,Cosine,0.760879,0.002607
OverlappingObjects,0970,SI,15.1-25.0,Pearson,0.758814,0.000730
OverlappingObjects,0971,SI,15.1-25.0,Cosine,0.522849,0.000290
OverlappingObjects,0971,SI,15.1-25.0,Pearson,0.521091,0.000184
OverlappingObjects,0972,SI,15.1-25.0,Cosine,0.670153,0.000509
OverlappingObjects,0972,SI,15.1-25.0,Pearson,0.668447,0.000225
OverlappingObjects,0973,SI,15.1-25.0,Cosine,0.353461,0.000254
OverlappingObjects,0973,SI,15.1-25.0,Pearson,0.351630,0.000196
OverlappingObjects,0974,SI,15.1-25.0,Cosine,0.575997,0.001890
OverlappingObjects,0974,SI,15.1-25.0,Pearson,0.573802,0.000548
OverlappingObjects,0975,SI,15.1-25.0,Cosine,0.595132,0.000969
OverlappingObjects,0975,SI,15.1-25.0,Pearson,0.591510,0.000306
OverlappingObjects,0976,SI,15.1-25.0,Cosine,0.729658,0.001745
OverlappingObjects,0976,SI,15.1-25.0,Pearson,0.726922,0.000511
OverlappingObjects,0977,SI,15.1-25.0,Cosine,0.115314,0.000267
OverlappingObjects,0977,SI,15.1-25.0,Pearson,0.109777,0.000179
OverlappingObjects,0978,SI,15.1-25.0,Cosine,0.662283,0.000731
OverlappingObjects,0978,SI,15.1-25.0,Pearson,0.660099,0.000293
OverlappingObjects,0979,SI,15.1-25.0,Cosine,0.688188,0.000573
OverlappingObjects,0979,SI,15.1-25.0,Pearson,0.685509,0.000225
OverlappingObjects,0980,SI,15.1-25.0,Cosine,0.559532,0.000191
OverlappingObjects,0980,SI,15.1-25.0,Pearson,0.557715,0.000052
OverlappingObjects,0981,SI,15.1-25.0,Cosine,0.566986,0.000170
OverlappingObjects,0981,SI,15.1-25.0,Pearson,0.565175,0.000050
OverlappingObjects,0982,SI,15.1-25.0,Cosine,0.704450,0.000622
OverlappingObjects,0982,SI,15.1-25.0,Pearson,0.702546,0.000259
OverlappingObjects,0983,SI,15.1-25.0,Cosine,0.731243,0.000477
OverlappingObjects,0983,SI,15.1-25.0,Pearson,0.729833,0.000244
OverlappingObjects,0984,SI,15.1-25.0,Cosine,0.412621,0.000155
OverlappingObjects,0984,SI,15.1-25.0,Pearson,0.410634,0.000049
OverlappingObjects,0985,SI,15.1-25.0,Cosine,0.748484,0.000106
OverlappingObjects,0985,SI,15.1-25.0,Pearson,0.747743,0.000053
OverlappingObjects,0986,SI,15.1-25.0,Cosine,0.614016,0.000294
OverlappingObjects,0986,SI,15.1-25.0,Pearson,0.611742,0.000184
OverlappingObjects,0987,SI,15.1-25.0,Cosine,0.578640,0.000275
OverlappingObjects,0987,SI,15.1-25.0,Pearson,0.576176,0.000164
OverlappingObjects,0988,SI,15.1-25.0,Cosine,0.384279,0.000188
OverlappingObjects,0988,SI,15.1-25.0,Pearson,0.379504,0.000060
OverlappingObjects,0989,SI,15.1-25.0,Cosine,0.414439,0.000128
OverlappingObjects,0989,SI,15.1-25.0,Pearson,0.411299,0.000053
OverlappingObjects,0990,SI,15.1-25.0,Cosine,0.634706,0.000113
OverlappingObjects,0990,SI,15.1-25.0,Pearson,0.633002,0.000054
OverlappingObjects,0991,SI,15.1-25.0,Cosine,0.536820,0.000097
OverlappingObjects,0991,SI,15.1-25.0,Pearson,0.535328,0.000053
OverlappingObjects,0992,SI,15.1-25.0,Cosine,0.573074,0.000913
OverlappingObjects,0992,SI,15.1-25.0,Pearson,0.568175,0.000291
OverlappingObjects,0993,SI,15.1-25.0,Cosine,0.592027,0.000755
OverlappingObjects,0993,SI,15.1-25.0,Pearson,0.588725,0.000298
OverlappingObjects,0994,SI,15.1-25.0,Cosine,0.541799,0.000116
OverlappingObjects,0994,SI,15.1-25.0,Pearson,0.540211,0.000049
OverlappingObjects,0995,SI,15.1-25.0,Cosine,0.527648,0.000293
OverlappingObjects,0995,SI,15.1-25.0,Pearson,0.525392,0.000173
OverlappingObjects,0996,SI,15.1-25.0,Cosine,0.277584,0.000176
OverlappingObjects,0996,SI,15.1-25.0,Pearson,0.273825,0.000048
OverlappingObjects,0997,SI,15.1-25.0,Cosine,0.684093,0.001130
OverlappingObjects,0997,SI,15.1-25.0,Pearson,0.681497,0.000352
OverlappingObjects,0998,SI,15.1-25.0,Cosine,0.639882,0.000371
OverlappingObjects,0998,SI,15.1-25.0,Pearson,0.638465,0.000214
OverlappingObjects,0999,SI,15.1-25.0,Cosine,0.680631,0.000448
OverlappingObjects,0999,SI,15.1-25.0,Pearson,0.679100,0.000217
