dataset,object,descriptor,category,time
TwistedObjectsDataset,0069,QUICCI,10,0.021091216
TwistedObjectsDataset,0069,RICI,10,0.021124166
TwistedObjectsDataset,0069,SI,10,0.150357565
TwistedObjectsDataset,0070,3DSC,10,1.198608025
TwistedObjectsDataset,0070,FPFH,10,2.739725795
TwistedObjectsDataset,0070,QUICCI,10,0.009547969
TwistedObjectsDataset,0070,RICI,10,0.009463799
TwistedObjectsDataset,0070,SI,10,0.034701202
TwistedObjectsDataset,0071,3DSC,10,1.114627577
TwistedObjectsDataset,0071,FPFH,10,2.366623624
TwistedObjectsDataset,0071,QUICCI,10,0.012068617
TwistedObjectsDataset,0071,RICI,10,0.011823977
TwistedObjectsDataset,0071,SI,10,0.122088006
TwistedObjectsDataset,0072,3DSC,10,1.518057735
TwistedObjectsDataset,0072,FPFH,10,3.543375464
TwistedObjectsDataset,0072,QUICCI,10,0.090432111
TwistedObjectsDataset,0072,RICI,10,0.09149976
TwistedObjectsDataset,0072,SI,10,0.325442703
TwistedObjectsDataset,0073,3DSC,10,1.234413836
TwistedObjectsDataset,0073,FPFH,10,1.362090956
TwistedObjectsDataset,0073,QUICCI,10,0.013478325
TwistedObjectsDataset,0073,RICI,10,0.013499395
TwistedObjectsDataset,0073,SI,10,0.137171949
TwistedObjectsDataset,0074,3DSC,10,1.001849641
TwistedObjectsDataset,0074,FPFH,10,3.37388809
TwistedObjectsDataset,0074,QUICCI,10,0.039706916
TwistedObjectsDataset,0074,RICI,10,0.038142988
TwistedObjectsDataset,0074,SI,10,0.283963739
TwistedObjectsDataset,0075,3DSC,10,0.417599642
TwistedObjectsDataset,0075,FPFH,10,0.916616485
TwistedObjectsDataset,0075,QUICCI,10,0.00032608
TwistedObjectsDataset,0075,RICI,10,0.00037335
TwistedObjectsDataset,0075,SI,10,0.012943986
TwistedObjectsDataset,0076,3DSC,10,0.52918342
TwistedObjectsDataset,0076,FPFH,10,2.2251
TwistedObjectsDataset,0076,QUICCI,10,0.10085346
TwistedObjectsDataset,0076,RICI,10,0.083639528
TwistedObjectsDataset,0076,SI,10,0.19181659
TwistedObjectsDataset,0077,3DSC,10,2.756155387
TwistedObjectsDataset,0077,FPFH,10,2.849556445
TwistedObjectsDataset,0077,QUICCI,10,0.133249854
TwistedObjectsDataset,0077,RICI,10,0.107754712
TwistedObjectsDataset,0077,SI,10,0.630305838
TwistedObjectsDataset,0078,3DSC,10,2.367208204
TwistedObjectsDataset,0078,FPFH,10,2.810291008
TwistedObjectsDataset,0078,QUICCI,10,0.062209922
TwistedObjectsDataset,0078,RICI,10,0.062569642
TwistedObjectsDataset,0078,SI,10,0.408338092
TwistedObjectsDataset,0079,3DSC,10,0.649952927
TwistedObjectsDataset,0079,FPFH,10,4.855880354
TwistedObjectsDataset,0079,QUICCI,10,0.079536142
TwistedObjectsDataset,0079,RICI,10,0.059201915
TwistedObjectsDataset,0079,SI,10,0.158354106
TwistedObjectsDataset,0080,3DSC,10,0.825941134
TwistedObjectsDataset,0080,FPFH,10,3.465157369
TwistedObjectsDataset,0080,QUICCI,10,0.020938507
TwistedObjectsDataset,0080,RICI,10,0.028314559
TwistedObjectsDataset,0080,SI,10,0.184641667
TwistedObjectsDataset,0081,3DSC,10,1.027234934
TwistedObjectsDataset,0081,FPFH,10,5.001311475
TwistedObjectsDataset,0081,QUICCI,10,0.043119123
TwistedObjectsDataset,0081,RICI,10,0.044030962
TwistedObjectsDataset,0081,SI,10,0.260749674
TwistedObjectsDataset,0082,3DSC,10,3.17263395
TwistedObjectsDataset,0082,FPFH,10,5.428979196
TwistedObjectsDataset,0082,QUICCI,10,0.067237766
TwistedObjectsDataset,0082,RICI,10,0.067487256
TwistedObjectsDataset,0082,SI,10,0.371495232
TwistedObjectsDataset,0083,3DSC,10,0.629481769
TwistedObjectsDataset,0083,FPFH,10,5.366959373
TwistedObjectsDataset,0083,QUICCI,10,0.06433593
TwistedObjectsDataset,0083,RICI,10,0.063623141
TwistedObjectsDataset,0083,SI,10,0.224668684
TwistedObjectsDataset,0084,3DSC,10,0.96702323
TwistedObjectsDataset,0084,FPFH,10,7.836607336
TwistedObjectsDataset,0084,QUICCI,10,0.16365479
TwistedObjectsDataset,0084,RICI,10,0.192541629
TwistedObjectsDataset,0084,SI,10,0.216607293
TwistedObjectsDataset,0085,3DSC,10,2.642869772
TwistedObjectsDataset,0085,FPFH,10,6.694132789
TwistedObjectsDataset,0085,QUICCI,10,0.07295244
TwistedObjectsDataset,0085,RICI,10,0.082308859
TwistedObjectsDataset,0085,SI,10,0.384611918
TwistedObjectsDataset,0086,3DSC,10,0.531650767
TwistedObjectsDataset,0086,FPFH,10,3.748915908
TwistedObjectsDataset,0086,QUICCI,10,0.0187906
TwistedObjectsDataset,0086,RICI,10,0.01824359
TwistedObjectsDataset,0086,SI,10,0.120054429
TwistedObjectsDataset,0087,3DSC,10,0.899594923
TwistedObjectsDataset,0087,FPFH,10,1.940275732
TwistedObjectsDataset,0087,QUICCI,10,0.000598999
TwistedObjectsDataset,0087,RICI,10,0.00055523
TwistedObjectsDataset,0087,SI,10,0.022456975
TwistedObjectsDataset,0088,3DSC,10,1.708209616
TwistedObjectsDataset,0088,FPFH,10,3.861815195
TwistedObjectsDataset,0088,QUICCI,10,0.058103387
TwistedObjectsDataset,0088,RICI,10,0.052541193
TwistedObjectsDataset,0088,SI,10,0.306644564
TwistedObjectsDataset,0089,3DSC,10,1.227388653
TwistedObjectsDataset,0089,FPFH,10,1.919155996
TwistedObjectsDataset,0089,QUICCI,10,0.069752614
TwistedObjectsDataset,0089,RICI,10,0.071295982
TwistedObjectsDataset,0089,SI,10,0.300240061
TwistedObjectsDataset,0090,3DSC,10,0.719729811
TwistedObjectsDataset,0090,FPFH,10,2.117302988
TwistedObjectsDataset,0090,QUICCI,10,0.01843146
TwistedObjectsDataset,0090,RICI,10,0.02725245
TwistedObjectsDataset,0090,SI,10,0.04612591
TwistedObjectsDataset,0091,3DSC,10,2.386226353
TwistedObjectsDataset,0091,FPFH,10,8.201373456
TwistedObjectsDataset,0091,QUICCI,10,0.098919451
TwistedObjectsDataset,0091,RICI,10,0.142749824
TwistedObjectsDataset,0091,SI,10,0.387207226
TwistedObjectsDataset,0092,3DSC,10,1.028716942
TwistedObjectsDataset,0092,FPFH,10,5.130229323
TwistedObjectsDataset,0092,QUICCI,10,0.030646076
TwistedObjectsDataset,0092,RICI,10,0.031470835
TwistedObjectsDataset,0092,SI,10,0.167528597
TwistedObjectsDataset,0093,3DSC,10,1.983681045
TwistedObjectsDataset,0093,FPFH,10,4.985736182
TwistedObjectsDataset,0093,QUICCI,10,0.024644443
TwistedObjectsDataset,0093,RICI,10,0.026770541
TwistedObjectsDataset,0093,SI,10,0.19126166
TwistedObjectsDataset,0094,3DSC,10,1.425143307
TwistedObjectsDataset,0094,FPFH,10,2.700360638
TwistedObjectsDataset,0094,QUICCI,10,0.014462854
TwistedObjectsDataset,0094,RICI,10,0.003912535
TwistedObjectsDataset,0094,SI,10,0.141417315
TwistedObjectsDataset,0095,3DSC,10,1.419051533
TwistedObjectsDataset,0095,FPFH,10,2.497677651
TwistedObjectsDataset,0095,QUICCI,10,0.037342429
TwistedObjectsDataset,0095,RICI,10,0.039951786
TwistedObjectsDataset,0095,SI,10,0.2464955
TwistedObjectsDataset,0096,3DSC,10,1.034127636
TwistedObjectsDataset,0096,FPFH,10,1.348726751
TwistedObjectsDataset,0096,QUICCI,10,0.020711988
TwistedObjectsDataset,0096,RICI,10,0.01853548
TwistedObjectsDataset,0096,SI,10,0.069349394
TwistedObjectsDataset,0097,3DSC,10,1.332173449
TwistedObjectsDataset,0097,FPFH,10,1.875869623
TwistedObjectsDataset,0097,QUICCI,10,0.010563738
TwistedObjectsDataset,0097,RICI,10,0.019003449
TwistedObjectsDataset,0097,SI,10,0.10035256
TwistedObjectsDataset,0098,3DSC,10,0.875530079
TwistedObjectsDataset,0098,FPFH,10,4.090629123
TwistedObjectsDataset,0098,QUICCI,10,0.062532101
TwistedObjectsDataset,0098,RICI,10,0.09122333
TwistedObjectsDataset,0098,SI,10,0.326484162
TwistedObjectsDataset,0099,3DSC,10,0.51084065
TwistedObjectsDataset,0099,FPFH,10,3.757581109
TwistedObjectsDataset,0099,QUICCI,10,0.023211484
TwistedObjectsDataset,0099,RICI,10,0.022736286
TwistedObjectsDataset,0099,SI,10,0.134144393
TwistedObjectsDataset,0100,3DSC,10,2.032295861
TwistedObjectsDataset,0100,FPFH,10,3.338861739
TwistedObjectsDataset,0100,QUICCI,10,0.008592961
TwistedObjectsDataset,0100,RICI,10,0.008442871
